product_id,product_name,category,subcategory,brand,price,mrp,discount_percent,description,rating,num_reviews,image_url,stock,is_featured,tags,category_enc,subcategory_enc,price_norm,rating_norm,discount_norm,reviews_norm,popularity_score
P000011,Dell Smartphone Lite 605,Electronics,Smartphone,Dell,44643.83,71375.16,37.5,"Premium quality Smartphone by Dell. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.6,2983,https://picsum.photos/seed/phone2/400/400,386,False,"dell,recommended,new arrival",3,65,0.2230582186625772,0.65,1.0,0.1191133517384867,0.4516896731084704
P000012,Sony Smartphone Pro 494,Electronics,Smartphone,Sony,158622.79,207967.16,23.7,"Premium quality Smartphone by Sony. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.6,12509,https://picsum.photos/seed/mobile2/400/400,305,False,"trending,recommended,smartphone",3,65,0.7938153756510712,0.65,0.5140845070422535,0.5002600728203896,0.5122037015434744
P000013,Apple Smartphone Elite 887,Electronics,Smartphone,Apple,136659.36,187016.31,26.9,"Premium quality Smartphone by Apple. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.1,21008,https://picsum.photos/seed/smartphone2/400/400,174,False,"sale,apple,bestseller",3,65,0.6838320518471357,0.7749999999999999,0.6267605633802816,0.8403152882807186,0.6981244354052938
P000014,Samsung Smartphone Elite 612,Electronics,Smartphone,Samsung,190808.37,293449.24,35.0,"Premium quality Smartphone by Samsung. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",2.5,24972,https://picsum.photos/seed/cellphone2/400/400,91,False,"samsung,sale,new arrival",3,65,0.9549867895403163,0.375,0.9119718309859156,0.9989196975153042,0.6364176687782438
P000015,Xiaomi Smartphone Plus 256,Electronics,Smartphone,Xiaomi,168491.2,228108.68,26.1,"Premium quality Smartphone by Xiaomi. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",2.6,12257,https://picsum.photos/seed/iphone3/400/400,390,False,"smartphone,trending,electronics",3,65,0.8432320893638198,0.4,0.5985915492957747,0.4901772496298964,0.4213507697648299
P000016,Asus Smartphone Elite 345,Electronics,Smartphone,Asus,4874.87,7626.97,36.1,"Premium quality Smartphone by Asus. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.5,1903,https://picsum.photos/seed/phone3/400/400,123,False,"asus,smartphone,new arrival",3,65,0.023912529440732,0.625,0.9507042253521129,0.0759012523506581,0.4191710721255473
P000017,Asus Smartphone Lite 884,Electronics,Smartphone,Asus,163387.63,259621.68,37.1,"Premium quality Smartphone by Asus. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.1,4125,https://picsum.photos/seed/mobile3/400/400,65,False,"electronics,recommended,trending",3,65,0.8176756261034797,0.525,0.9859154929577466,0.1648061457208018,0.4155694749459426
P000018,Bose Smartphone Lite 873,Electronics,Smartphone,Bose,85203.45,102746.76,17.1,"Premium quality Smartphone by Bose. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.1,23923,https://picsum.photos/seed/smartphone3/400/400,353,False,"trending,bestseller,new arrival",3,65,0.4261631899637161,0.7749999999999999,0.2816901408450705,0.9569479454247188,0.6871853020254122
P000019,Dell Smartphone Pro 353,Electronics,Smartphone,Dell,88180.92,119819.17,26.4,"Premium quality Smartphone by Dell. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.2,7367,https://picsum.photos/seed/cellphone3/400/400,32,False,"bestseller,trending,dell",3,65,0.4410730672973795,0.55,0.6091549295774648,0.2945224662905614,0.4144561026383162
P000020,Samsung Smartphone Plus 169,Electronics,Smartphone,Samsung,15126.62,21412.51,29.4,"Premium quality Smartphone by Samsung. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",2.8,1034,https://picsum.photos/seed/iphone4/400/400,440,False,"bestseller,electronics,new arrival",3,65,0.0752488434776103,0.4499999999999999,0.7147887323943661,0.0411315168247109,0.3016143407478037
P000021,Asus Smartphone Lite 690,Electronics,Smartphone,Asus,43632.12,50881.86,14.2,"Premium quality Smartphone by Asus. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",5.0,15493,https://picsum.photos/seed/phone4/400/400,124,False,"sale,asus,smartphone",3,65,0.2179920141341553,1.0,0.1795774647887323,0.6196535029808345,0.6438153457616019
P000022,Apple Smartphone Max 578,Electronics,Smartphone,Apple,132136.57,168758.06,21.7,"Premium quality Smartphone by Apple. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.7,23895,https://picsum.photos/seed/mobile4/400/400,27,False,"apple,smartphone,bestseller",3,65,0.6611838827284143,0.675,0.4436619718309859,0.9558276317368862,0.671088966882558
P000023,Dell Smartphone Plus 294,Electronics,Smartphone,Dell,160316.91,185107.44,13.4,"Premium quality Smartphone by Dell. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.0,17578,https://picsum.photos/seed/smartphone4/400/400,229,False,"electronics,recommended,bestseller",3,65,0.8022987932467164,0.75,0.1514084507042253,0.7030768615212258,0.5687881691380628
P000024,OnePlus Smartphone Lite 200,Electronics,Smartphone,OnePlus,175021.7,199120.87,12.1,"Premium quality Smartphone by OnePlus. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",2.8,1662,https://picsum.photos/seed/cellphone4/400/400,333,False,"smartphone,recommended,oneplus",3,65,0.8759339986786034,0.4499999999999999,0.1056338028169013,0.0662585523946705,0.2190355637606698
P000025,Sony Smartphone Max 160,Electronics,Smartphone,Sony,81875.4,109768.65,25.4,"Premium quality Smartphone by Sony. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.5,5399,https://picsum.photos/seed/iphone5/400/400,194,True,"sale,electronics,bestseller",3,65,0.4094977601658345,0.625,0.573943661971831,0.2157804185171848,0.5116146957767893
P000026,Xiaomi Smartphone Lite 777,Electronics,Smartphone,Xiaomi,85177.49,134466.2,36.7,"Premium quality Smartphone by Xiaomi. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.0,23545,https://picsum.photos/seed/phone5/400/400,249,False,"trending,xiaomi,smartphone",3,65,0.4260331935521379,0.75,0.9718309859154932,0.9418237106389789,0.7754129466109666
P000027,Bose Smartphone Elite 158,Electronics,Smartphone,Bose,147410.7,166644.67,11.5,"Premium quality Smartphone by Bose. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.0,1648,https://picsum.photos/seed/mobile5/400/400,299,False,"electronics,smartphone,trending",3,65,0.7376700957476652,0.5,0.0845070422535211,0.0656983955507542,0.2356704947807921
P000028,Apple Smartphone Pro 791,Electronics,Smartphone,Apple,170416.17,193296.36,11.8,"Premium quality Smartphone by Apple. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.2,7712,https://picsum.photos/seed/smartphone5/400/400,206,False,"bestseller,trending,sale",3,65,0.8528715035547209,0.8,0.0950704225352113,0.3083263313727843,0.4421747793607563
P000029,Samsung Smartphone Lite 678,Electronics,Smartphone,Samsung,124255.92,162727.1,23.6,"Premium quality Smartphone by Samsung. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.4,17135,https://picsum.photos/seed/cellphone5/400/400,161,False,"bestseller,new arrival,sale",3,65,0.6217210082713972,0.6,0.5105633802816902,0.6853518985315887,0.5564576715283095
P000030,Dell Smartphone Ultra 760,Electronics,Smartphone,Dell,48497.5,62944.56,23.0,"Premium quality Smartphone by Dell. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.7,9835,https://picsum.photos/seed/iphone6/400/400,234,False,"dell,smartphone,bestseller",3,65,0.2423557252653033,0.675,0.4894366197183099,0.393270115632377,0.4810600334290784
P000031,Bose Smartphone Pro 650,Electronics,Smartphone,Bose,199691.43,319116.54,37.4,"Premium quality Smartphone by Bose. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.4,6989,https://picsum.photos/seed/phone6/400/400,259,False,"new arrival,smartphone,bose",3,65,0.9994692981625938,0.6,0.9964788732394366,0.2793982315048213,0.4872612120126029
P000032,Dell Smartphone Lite 820,Electronics,Smartphone,Dell,57711.49,76126.78,24.2,"Premium quality Smartphone by Dell. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",5.0,9917,https://picsum.photos/seed/mobile6/400/400,313,False,"smartphone,new arrival,trending",3,65,0.2884953876812475,1.0,0.5316901408450704,0.3965510342896011,0.618546383128121
P000033,Xiaomi Smartphone Plus 370,Electronics,Smartphone,Xiaomi,186418.45,214715.51,13.2,"Premium quality Smartphone by Xiaomi. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.9,3787,https://picsum.photos/seed/smartphone6/400/400,455,False,"electronics,recommended,sale",3,65,0.9330039757068956,0.725,0.1443661971830985,0.1512823590605369,0.3646037552486527
P000034,Bose Smartphone Ultra 749,Electronics,Smartphone,Bose,42914.3,54562.96,21.3,"Premium quality Smartphone by Bose. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.1,8655,https://picsum.photos/seed/cellphone6/400/400,258,False,"smartphone,recommended,new arrival",3,65,0.2143974831573023,0.525,0.4295774647887325,0.3460568959308606,0.3955565332941111
P000035,HP Smartphone Elite 889,Electronics,Smartphone,HP,166039.27,186303.26,10.9,"Premium quality Smartphone by HP. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.5,4291,https://picsum.photos/seed/iphone7/400/400,326,False,"electronics,new arrival,bestseller",3,65,0.8309538882297262,0.875,0.0633802816901408,0.1714480054415236,0.4195138441580544
P000036,LG Smartphone Pro 177,Electronics,Smartphone,LG,141426.82,195233.14,27.6,"Premium quality Smartphone by LG. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.0,22648,https://picsum.photos/seed/phone7/400/400,462,False,"smartphone,sale,electronics",3,65,0.7077054221222845,0.5,0.6514084507042255,0.9059336614251988,0.6147880491044535
P000037,Bose Smartphone Pro 415,Electronics,Smartphone,Bose,110951.49,145889.38,23.9,"Premium quality Smartphone by Bose. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.1,11953,https://picsum.photos/seed/mobile7/400/400,460,False,"smartphone,electronics,bose",3,65,0.5550981978671575,0.7749999999999999,0.5211267605633803,0.4780138438762853,0.5554738594412069
P000038,OnePlus Smartphone Lite 995,Electronics,Smartphone,OnePlus,133718.75,170737.36,21.7,"Premium quality Smartphone by OnePlus. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",2.4,13321,https://picsum.photos/seed/smartphone7/400/400,498,False,"electronics,oneplus,sale",3,65,0.6691067533937025,0.35,0.4436619718309859,0.5327491697675348,0.393011505193285
P000039,Sony Smartphone Ultra 440,Electronics,Smartphone,Sony,176400.82,196227.07,10.1,"Premium quality Smartphone by Sony. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",2.9,13496,https://picsum.photos/seed/cellphone7/400/400,410,False,"bestseller,electronics,sony",3,65,0.8828400330058686,0.475,0.0352112676056338,0.5397511303164886,0.3841945857516161
P000040,Apple Smartphone Max 327,Electronics,Smartphone,Apple,77124.8,86330.59,10.7,"Premium quality Smartphone by Apple. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.0,6544,https://picsum.photos/seed/iphone8/400/400,418,False,"new arrival,electronics,apple",3,65,0.3857088174522886,0.75,0.056338028169014,0.2615932461089105,0.4000083403634708
P000041,OnePlus Smartphone Elite 385,Electronics,Smartphone,OnePlus,5708.22,6830.26,16.4,"Premium quality Smartphone by OnePlus. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.5,2279,https://picsum.photos/seed/phone8/400/400,495,False,"new arrival,recommended,trending",3,65,0.0280855845096356,0.875,0.2570422535211267,0.0909454647301244,0.4203872506837126
P000042,HP Smartphone Elite 128,Electronics,Smartphone,HP,136223.11,207308.49,34.3,"Premium quality Smartphone by HP. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.0,3784,https://picsum.photos/seed/mobile8/400/400,449,False,"electronics,trending,recommended",3,65,0.6816475012095774,0.75,0.8873239436619719,0.1511623254511263,0.48600540545719
P000043,Samsung Smartphone Ultra 905,Electronics,Smartphone,Samsung,22571.11,29732.51,24.1,"Premium quality Smartphone by Samsung. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.8,10283,https://picsum.photos/seed/smartphone8/400/400,223,False,"samsung,bestseller,trending",3,65,0.1125276179780029,0.7,0.5281690140845071,0.4111951346376986,0.5031436492358705
P000044,OnePlus Smartphone Pro 632,Electronics,Smartphone,OnePlus,51688.78,75175.78,31.2,"Premium quality Smartphone by OnePlus. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.7,17648,https://picsum.photos/seed/cellphone8/400/400,351,False,"bestseller,electronics,recommended",3,65,0.258336270270752,0.675,0.7781690140845071,0.7058776457408074,0.6337825281219587
P000045,Apple Smartphone Lite 421,Electronics,Smartphone,Apple,189825.02,296200.2,35.9,"Premium quality Smartphone by Apple. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",2.8,21742,https://picsum.photos/seed/iphone9/400/400,434,False,"trending,recommended,electronics",3,65,0.950062599581708,0.4499999999999999,0.943661971830986,0.8696835113831872,0.6259385247587634
P000046,HP Smartphone Lite 230,Electronics,Smartphone,HP,65909.4,95476.63,31.0,"Premium quality Smartphone by HP. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.4,6291,https://picsum.photos/seed/phone9/400/400,215,False,"sale,new arrival,recommended",3,65,0.3295469625056497,0.6,0.7711267605633804,0.2514704117152803,0.4436836581848551
P000047,Sony Smartphone Lite 953,Electronics,Smartphone,Sony,123486.47,154416.74,20.0,"Premium quality Smartphone by Sony. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.6,18,https://picsum.photos/seed/mobile9/400/400,155,False,"sale,recommended,trending",3,65,0.6178679366655079,0.65,0.3838028169014085,0.0004801344376425,0.3177384695883862
P000048,Bose Smartphone Max 791,Electronics,Smartphone,Bose,131285.42,174937.05,25.0,"Premium quality Smartphone by Bose. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.7,7007,https://picsum.photos/seed/smartphone9/400/400,261,False,"electronics,new arrival,smartphone",3,65,0.6569216929859325,0.925,0.5598591549295775,0.2801184331612851,0.5520203248458865
P000049,Xiaomi Smartphone Elite 195,Electronics,Smartphone,Xiaomi,103573.95,146709.44,29.4,"Premium quality Smartphone by Xiaomi. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.2,24618,https://picsum.photos/seed/cellphone9/400/400,120,False,"bestseller,sale,xiaomi",3,65,0.5181546799058697,0.8,0.7147887323943661,0.9847557316048492,0.7718828159208523
P000050,Sony Smartphone Max 725,Electronics,Smartphone,Sony,5859.65,7162.96,18.2,"Premium quality Smartphone by Sony. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",2.6,2391,https://picsum.photos/seed/iphone10/400/400,233,False,"bestseller,new arrival,sale",3,65,0.0288438802186223,0.4,0.3204225352112676,0.0954267194814548,0.2414627321001993
P000051,HP Smartphone Ultra 804,Electronics,Smartphone,HP,99380.06,121441.66,18.2,"Premium quality Smartphone by HP. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.1,186,https://picsum.photos/seed/phone10/400/400,457,False,"hp,sale,bestseller",3,65,0.4971534992219744,0.7749999999999999,0.3204225352112676,0.007202016564638,0.3605840860793134
P000052,OnePlus Smartphone Lite 575,Electronics,Smartphone,OnePlus,36000.45,56844.1,36.7,"Premium quality Smartphone by OnePlus. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.6,1650,https://picsum.photos/seed/mobile10/400/400,285,False,"oneplus,bestseller,recommended",3,65,0.1797759234427296,0.65,0.9718309859154932,0.0657784179570279,0.4287970941722838
P000053,Asus Smartphone Lite 424,Electronics,Smartphone,Asus,133846.97,213344.87,37.3,"Premium quality Smartphone by Asus. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.4,24753,https://picsum.photos/seed/smartphone10/400/400,456,False,"sale,recommended,trending",3,65,0.6697488234974223,0.6,0.9929577464788732,0.9901572440283278,0.7354986973817457
P000054,Asus Smartphone Max 560,Electronics,Smartphone,Asus,179543.41,264256.97,32.1,"Premium quality Smartphone by Asus. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.4,8498,https://picsum.photos/seed/cellphone10/400/400,384,False,"trending,sale,recommended",3,65,0.898576759626119,0.8500000000000001,0.8098591549295776,0.3397751370383707,0.5804001712028665
P000055,Asus Smartphone Pro 830,Electronics,Smartphone,Asus,125721.94,155555.6,19.2,"Premium quality Smartphone by Asus. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.7,9367,https://picsum.photos/seed/iphone11/400/400,120,False,"new arrival,trending,smartphone",3,65,0.629062200078098,0.925,0.3556338028169014,0.374544872564318,0.5544357758200466
P000056,Sony Smartphone Plus 823,Electronics,Smartphone,Sony,31014.3,40055.52,22.6,"Premium quality Smartphone by Sony. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.6,7015,https://picsum.photos/seed/phone11/400/400,32,False,"new arrival,trending,bestseller",3,65,0.1548074485740505,0.8999999999999999,0.4753521126760563,0.2804385227863802,0.5294562998766416
P000057,HP Smartphone Max 888,Electronics,Smartphone,HP,13389.88,20305.02,34.1,"Premium quality Smartphone by HP. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.3,19144,https://picsum.photos/seed/mobile11/400/400,484,False,"sale,bestseller,smartphone",3,65,0.0665520034219702,0.575,0.8802816901408451,0.7657344056335773,0.6300492954928787
P000058,Dell Smartphone Max 651,Electronics,Smartphone,Dell,60422.92,78247.28,22.8,"Premium quality Smartphone by Dell. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.7,24499,https://picsum.photos/seed/smartphone11/400/400,376,False,"bestseller,recommended,dell",3,65,0.3020730521745304,0.675,0.4823943661971831,0.9799943984315608,0.6853571943806237
P000059,Xiaomi Smartphone Elite 784,Electronics,Smartphone,Xiaomi,87730.36,97776.57,10.3,"Premium quality Smartphone by Xiaomi. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.1,22259,https://picsum.photos/seed/cellphone11/400/400,408,False,"electronics,sale,bestseller",3,65,0.4388168583913434,0.7749999999999999,0.0422535211267605,0.8903693034049533,0.6279672843607477
P000060,Sony Smartphone Max 706,Electronics,Smartphone,Sony,196162.67,268166.5,26.9,"Premium quality Smartphone by Sony. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.6,18498,https://picsum.photos/seed/iphone12/400/400,339,True,"sale,sony,bestseller",3,65,0.981798799806628,0.8999999999999999,0.6267605633802816,0.739887168407154,0.8129745934495461
P000061,Sony Smartphone Plus 565,Electronics,Smartphone,Sony,11005.64,14192.34,22.5,"Premium quality Smartphone by Sony. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.5,10715,https://picsum.photos/seed/phone12/400/400,172,False,"sale,electronics,bestseller",3,65,0.0546127644257708,0.625,0.471830985915493,0.42847997439283,0.4707426389248144
P000062,Xiaomi Smartphone Ultra 652,Electronics,Smartphone,Xiaomi,167146.27,223165.91,25.1,"Premium quality Smartphone by Xiaomi. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.8,1711,https://picsum.photos/seed/mobile12/400/400,487,False,"xiaomi,sale,new arrival",3,65,0.8364972637157481,0.7,0.5633802816901409,0.0682191013483775,0.3883837277254532
P000063,Samsung Smartphone Plus 959,Electronics,Smartphone,Samsung,151091.41,237939.64,36.5,"Premium quality Smartphone by Samsung. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.1,672,https://picsum.photos/seed/smartphone12/400/400,318,False,"electronics,bestseller,new arrival",3,65,0.7561014937469022,0.525,0.964788732394366,0.0266474612891609,0.3640449213103612
P000064,Apple Smartphone Ultra 362,Electronics,Smartphone,Apple,113228.95,136891.79,17.3,"Premium quality Smartphone by Apple. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.0,12092,https://picsum.photos/seed/cellphone12/400/400,85,False,"apple,sale,recommended",3,65,0.5665027289732055,0.5,0.2887323943661972,0.4835754011123114,0.4125612495442385
P000065,Xiaomi Smartphone Elite 689,Electronics,Smartphone,Xiaomi,22510.65,25050.73,10.1,"Premium quality Smartphone by Xiaomi. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.5,22200,https://picsum.photos/seed/iphone13/400/400,464,False,"sale,new arrival,xiaomi",3,65,0.1122248605417925,0.875,0.0352112676056338,0.8880086424198775,0.6660847149878023
P000066,Apple Smartphone Plus 204,Electronics,Smartphone,Apple,118826.47,180056.06,34.0,"Premium quality Smartphone by Apple. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.9,22850,https://picsum.photos/seed/phone13/400/400,395,False,"apple,sale,trending",3,65,0.5945326794253437,0.975,0.8767605633802816,0.9140159244588484,0.8414196580676393
P000067,Samsung Smartphone Elite 170,Electronics,Smartphone,Samsung,70092.55,92114.86,23.9,"Premium quality Smartphone by Samsung. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.8,16584,https://picsum.photos/seed/mobile13/400/400,331,False,"sale,recommended,bestseller",3,65,0.3504943619314422,0.7,0.5211267605633803,0.6633057256031688,0.590326018045616
P000068,Apple Smartphone Max 824,Electronics,Smartphone,Apple,87270.16,111801.28,21.9,"Premium quality Smartphone by Apple. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.7,5018,https://picsum.photos/seed/smartphone13/400/400,222,False,"trending,recommended,sale",3,65,0.4365123765497289,0.925,0.4507042253521126,0.2005361501220341,0.5077932863455289
P000069,Asus Smartphone Lite 374,Electronics,Smartphone,Asus,93508.88,141466.53,33.9,"Premium quality Smartphone by Asus. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.2,10566,https://picsum.photos/seed/cellphone13/400/400,436,False,"asus,electronics,bestseller",3,65,0.4677531782770588,0.8,0.8732394366197184,0.4225183051254351,0.5988673222868601
P000070,OnePlus Smartphone Ultra 488,Electronics,Smartphone,OnePlus,150343.78,208214.83,27.8,"Premium quality Smartphone by OnePlus. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",3.4,11028,https://picsum.photos/seed/iphone14/400/400,14,False,"new arrival,oneplus,bestseller",3,65,0.7523576872296351,0.6,0.6584507042253521,0.4410034809746729,0.4931188239749383
P000071,OnePlus Smartphone Elite 710,Electronics,Smartphone,OnePlus,71609.17,88020.29,18.6,"Premium quality Smartphone by OnePlus. Features advanced technology, durable build and elegant design. Ideal for daily use. Comes with 1-year warranty.",4.2,22981,https://picsum.photos/seed/phone14/400/400,450,False,"smartphone,trending,oneplus",3,65,0.35808893657427,0.8,0.3345070422535212,0.9192573920697794,0.691916143562451
