"product_id","product_name","category","subcategory","brand","price","mrp","discount_percent","description","rating","num_reviews","image_url","stock","is_featured","tags"
"P000011","Sony Smartphone Mini 710","Electronics","Smartphone","Sony","79709.1","102673.41","22.4","Premium quality Smartphone by Sony. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","4.9","852","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","348","True","featured,recommended,new arrival"
"P000012","OnePlus Smartphone Lite 400","Electronics","Smartphone","OnePlus","37607.39","47166.27","20.3","Premium quality Smartphone by OnePlus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","4.9","47264","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","134","True","recommended,trending,new arrival"
"P000013","Asus Smartphone Air 303","Electronics","Smartphone","Asus","16462.95","22935.03","28.2","Premium quality Smartphone by Asus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","4.1","34857","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","470","True","recommended,new arrival,sale"
"P000014","Apple Smartphone Lite 471","Electronics","Smartphone","Apple","70904.14","100985.19","29.8","Premium quality Smartphone by Apple. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.6","3896","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","123","True","trending,sale,featured"
"P000015","Asus Smartphone Ultra 231","Electronics","Smartphone","Asus","54481.31","80418.88","32.3","Premium quality Smartphone by Asus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.3","34681","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","446","False","bestseller,recommended,featured"
"P000016","OnePlus Smartphone Mini 787","Electronics","Smartphone","OnePlus","53740.85","67022.63","19.8","Premium quality Smartphone by OnePlus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","4.0","8030","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","126","True","trending,new arrival,featured"
"P000017","Asus Smartphone Go 335","Electronics","Smartphone","Asus","49133.01","51748.65","5.1","Premium quality Smartphone by Asus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","4.4","3958","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","117","True","trending,new arrival,featured"
"P000018","Asus Smartphone Plus 385","Electronics","Smartphone","Asus","55173.33","63251.07","12.8","Premium quality Smartphone by Asus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.3","37523","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","295","False","bestseller,sale,recommended"
"P000019","Samsung Smartphone Lite 199","Electronics","Smartphone","Samsung","54423.71","65821.88","17.3","Premium quality Smartphone by Samsung. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.8","47880","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","27","True","trending,sale,new arrival"
"P000020","Apple Smartphone Plus 296","Electronics","Smartphone","Apple","19265.67","24118.23","20.1","Premium quality Smartphone by Apple. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.8","18354","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","236","True","trending,sale,featured"
"P000021","Apple Smartphone Go 956","Electronics","Smartphone","Apple","6106.84","6668.48","8.4","Premium quality Smartphone by Apple. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","4.5","15591","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","85","False","sale,featured,bestseller"
"P000022","Sony Smartphone Pro 268","Electronics","Smartphone","Sony","33422.98","49913.51","33.0","Premium quality Smartphone by Sony. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.5","29919","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","146","False","featured,recommended,sale"
"P000023","Samsung Smartphone Plus 403","Electronics","Smartphone","Samsung","21327.57","22955.24","7.1","Premium quality Smartphone by Samsung. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","4.5","4094","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","382","False","trending,featured,sale"
"P000024","Asus Smartphone Go 261","Electronics","Smartphone","Asus","9265.97","11846.75","21.8","Premium quality Smartphone by Asus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","4.7","4590","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","304","True","featured,bestseller,sale"
"P000025","Apple Smartphone Air 352","Electronics","Smartphone","Apple","48418.93","51705.79","6.4","Premium quality Smartphone by Apple. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.2","43181","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","298","False","new arrival,bestseller,featured"
"P000026","Samsung Smartphone Elite 505","Electronics","Smartphone","Samsung","14815.87","19860.31","25.4","Premium quality Smartphone by Samsung. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.9","49374","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","479","True","trending,sale,featured"
"P000027","Apple Smartphone Go 318","Electronics","Smartphone","Apple","42941.35","47647.96","9.9","Premium quality Smartphone by Apple. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.7","4608","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","450","True","new arrival,featured,bestseller"
"P000028","Sony Smartphone Go 820","Electronics","Smartphone","Sony","27688.79","41332.0","33.0","Premium quality Smartphone by Sony. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","4.6","34764","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","4","False","featured,trending,bestseller"
"P000029","OnePlus Smartphone Lite 209","Electronics","Smartphone","OnePlus","60681.25","67960.06","10.7","Premium quality Smartphone by OnePlus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.6","13903","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","367","False","bestseller,new arrival,sale"
"P000030","OnePlus Smartphone Pro 194","Electronics","Smartphone","OnePlus","52571.33","74819.87","29.7","Premium quality Smartphone by OnePlus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.1","21959","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","394","True","featured,new arrival,bestseller"
"P000031","Sony Smartphone Go 822","Electronics","Smartphone","Sony","37076.52","39091.68","5.2","Premium quality Smartphone by Sony. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.2","45386","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","462","True","recommended,trending,new arrival"
"P000032","Asus Smartphone Go 251","Electronics","Smartphone","Asus","37234.0","39796.56","6.4","Premium quality Smartphone by Asus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.7","2714","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","460","False","bestseller,featured,trending"
"P000033","OnePlus Smartphone Go 995","Electronics","Smartphone","OnePlus","35478.3","47161.22","24.8","Premium quality Smartphone by OnePlus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.3","15614","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","442","True","bestseller,sale,trending"
"P000034","Samsung Smartphone Max 901","Electronics","Smartphone","Samsung","74811.19","105559.02","29.1","Premium quality Smartphone by Samsung. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","4.7","16363","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","136","True","featured,trending,sale"
"P000035","Apple Smartphone Prime 327","Electronics","Smartphone","Apple","19967.96","29219.18","31.7","Premium quality Smartphone by Apple. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.7","15015","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","114","True","featured,bestseller,sale"
"P000036","OnePlus Smartphone Elite 985","Electronics","Smartphone","OnePlus","10206.56","14268.74","28.5","Premium quality Smartphone by OnePlus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.7","33484","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","204","False","trending,featured,new arrival"
"P000037","Samsung Smartphone Air 371","Electronics","Smartphone","Samsung","7869.29","10375.32","24.2","Premium quality Smartphone by Samsung. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.7","20657","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","223","True","sale,recommended,bestseller"
"P000038","OnePlus Smartphone Pro 825","Electronics","Smartphone","OnePlus","37704.31","48410.98","22.1","Premium quality Smartphone by OnePlus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","4.6","45113","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","368","True","new arrival,sale,trending"
"P000039","OnePlus Smartphone Air 421","Electronics","Smartphone","OnePlus","54754.06","60562.45","9.6","Premium quality Smartphone by OnePlus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","4.8","33334","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","158","False","new arrival,sale,featured"
"P000040","Asus Smartphone Ultra 296","Electronics","Smartphone","Asus","36533.48","53819.79","32.1","Premium quality Smartphone by Asus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","4.4","11505","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","315","False","sale,recommended,trending"
"P000041","OnePlus Smartphone Elite 315","Electronics","Smartphone","OnePlus","37241.61","48823.5","23.7","Premium quality Smartphone by OnePlus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","4.3","30573","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","226","False","featured,bestseller,sale"
"P000042","Samsung Smartphone Lite 390","Electronics","Smartphone","Samsung","43658.9","58276.92","25.1","Premium quality Smartphone by Samsung. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.7","49326","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","120","False","bestseller,featured,recommended"
"P000043","Apple Smartphone Pro 350","Electronics","Smartphone","Apple","78795.2","104409.41","24.5","Premium quality Smartphone by Apple. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","4.5","29946","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","212","True","featured,sale,recommended"
"P000044","Sony Smartphone Plus 251","Electronics","Smartphone","Sony","54204.35","57049.82","5.0","Premium quality Smartphone by Sony. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","4.5","7085","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","398","False","bestseller,featured,sale"
"P000045","Apple Smartphone Go 355","Electronics","Smartphone","Apple","73810.25","81531.64","9.5","Premium quality Smartphone by Apple. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.3","30550","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","341","False","sale,recommended,featured"
"P000046","Asus Smartphone Prime 262","Electronics","Smartphone","Asus","60774.16","76794.44","20.9","Premium quality Smartphone by Asus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.5","16303","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","430","False","recommended,sale,bestseller"
"P000047","OnePlus Smartphone Prime 179","Electronics","Smartphone","OnePlus","58515.86","67616.37","13.5","Premium quality Smartphone by OnePlus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.7","35499","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","41","True","bestseller,featured,sale"
"P000048","Samsung Smartphone Plus 165","Electronics","Smartphone","Samsung","36115.09","43298.26","16.6","Premium quality Smartphone by Samsung. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.9","4180","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","105","False","sale,recommended,trending"
"P000049","Asus Smartphone Mini 588","Electronics","Smartphone","Asus","5442.21","6575.78","17.2","Premium quality Smartphone by Asus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","4.5","27560","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","275","True","sale,bestseller,new arrival"
"P000050","Sony Smartphone Prime 129","Electronics","Smartphone","Sony","34164.29","46155.72","26.0","Premium quality Smartphone by Sony. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","4.6","47559","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","84","False","bestseller,recommended,trending"
"P000051","Sony Smartphone Air 677","Electronics","Smartphone","Sony","54724.98","59528.54","8.1","Premium quality Smartphone by Sony. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.9","30357","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","93","True","new arrival,sale,featured"
"P000052","Samsung Smartphone Prime 434","Electronics","Smartphone","Samsung","30312.54","43827.02","30.8","Premium quality Smartphone by Samsung. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.6","27727","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","129","True","sale,trending,recommended"
"P000053","OnePlus Smartphone Plus 765","Electronics","Smartphone","OnePlus","10146.38","15024.54","32.5","Premium quality Smartphone by OnePlus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.1","2133","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","486","True","bestseller,trending,featured"
"P000054","Samsung Smartphone Ultra 584","Electronics","Smartphone","Samsung","55209.41","71981.27","23.3","Premium quality Smartphone by Samsung. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.4","45940","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","131","False","bestseller,recommended,trending"
"P000055","Samsung Smartphone Elite 210","Electronics","Smartphone","Samsung","48401.35","71053.14","31.9","Premium quality Smartphone by Samsung. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","4.2","24696","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","203","True","trending,recommended,bestseller"
"P000056","Apple Smartphone Elite 970","Electronics","Smartphone","Apple","56319.43","79550.5","29.2","Premium quality Smartphone by Apple. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","4.6","37188","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","400","True","new arrival,recommended,sale"
"P000057","OnePlus Smartphone Lite 618","Electronics","Smartphone","OnePlus","53565.74","56549.0","5.3","Premium quality Smartphone by OnePlus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.8","32225","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","54","False","new arrival,sale,bestseller"
"P000058","Sony Smartphone Ultra 851","Electronics","Smartphone","Sony","44131.01","59254.96","25.5","Premium quality Smartphone by Sony. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","4.2","35369","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","396","False","sale,featured,new arrival"
"P000059","OnePlus Smartphone Plus 950","Electronics","Smartphone","OnePlus","75096.64","88277.43","14.9","Premium quality Smartphone by OnePlus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.9","49283","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","237","False","new arrival,trending,sale"
"P000060","OnePlus Smartphone Ultra 599","Electronics","Smartphone","OnePlus","20908.99","29461.28","29.0","Premium quality Smartphone by OnePlus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.7","39169","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","359","False","recommended,trending,bestseller"
"P000061","Apple Smartphone Plus 837","Electronics","Smartphone","Apple","35482.11","46120.69","23.1","Premium quality Smartphone by Apple. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.5","31301","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","330","False","sale,trending,recommended"
"P000062","OnePlus Smartphone Plus 514","Electronics","Smartphone","OnePlus","56884.04","67566.45","15.8","Premium quality Smartphone by OnePlus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","4.2","31115","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","283","False","sale,recommended,new arrival"
"P000063","OnePlus Smartphone Prime 377","Electronics","Smartphone","OnePlus","27996.72","32301.0","13.3","Premium quality Smartphone by OnePlus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","4.4","20779","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","61","True","bestseller,featured,sale"
"P000064","OnePlus Smartphone Air 878","Electronics","Smartphone","OnePlus","44347.77","52212.82","15.1","Premium quality Smartphone by OnePlus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.2","12821","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","151","True","new arrival,bestseller,featured"
"P000065","Apple Smartphone Go 229","Electronics","Smartphone","Apple","25573.35","38064.21","32.8","Premium quality Smartphone by Apple. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","4.1","45805","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","483","True","featured,sale,trending"
"P000066","Apple Smartphone Air 391","Electronics","Smartphone","Apple","40204.77","50184.03","19.9","Premium quality Smartphone by Apple. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.4","3467","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","129","False","trending,featured,sale"
"P000067","Sony Smartphone Lite 690","Electronics","Smartphone","Sony","52208.43","56078.33","6.9","Premium quality Smartphone by Sony. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.3","36986","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","485","False","trending,bestseller,featured"
"P000068","Asus Smartphone Mini 720","Electronics","Smartphone","Asus","49709.51","66028.56","24.7","Premium quality Smartphone by Asus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","4.6","25028","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","230","False","new arrival,recommended,sale"
"P000069","OnePlus Smartphone Air 735","Electronics","Smartphone","OnePlus","9517.27","14105.06","32.5","Premium quality Smartphone by OnePlus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.2","13717","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","320","True","new arrival,trending,bestseller"
"P000070","Samsung Smartphone Ultra 665","Electronics","Smartphone","Samsung","10629.87","11174.16","4.9","Premium quality Smartphone by Samsung. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.9","39016","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","240","False","trending,bestseller,new arrival"
"P000071","OnePlus Smartphone Prime 172","Electronics","Smartphone","OnePlus","56553.87","82894.4","31.8","Premium quality Smartphone by OnePlus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","4.6","41063","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","301","True","sale,trending,bestseller"
"P000072","Samsung Smartphone Elite 946","Electronics","Smartphone","Samsung","15667.72","16871.58","7.1","Premium quality Smartphone by Samsung. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","4.6","39096","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","383","False","sale,trending,featured"
"P000073","OnePlus Smartphone Mini 378","Electronics","Smartphone","OnePlus","42535.41","54113.88","21.4","Premium quality Smartphone by OnePlus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.2","2712","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","455","False","featured,new arrival,recommended"
"P000074","Apple Smartphone Lite 334","Electronics","Smartphone","Apple","77143.33","110020.38","29.9","Premium quality Smartphone by Apple. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","4.2","1459","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","391","False","recommended,trending,bestseller"
"P000075","Sony Smartphone Go 767","Electronics","Smartphone","Sony","38167.21","44852.98","14.9","Premium quality Smartphone by Sony. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","5.0","28666","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","325","False","trending,sale,new arrival"
"P000076","Sony Smartphone Max 428","Electronics","Smartphone","Sony","55260.01","79352.26","30.4","Premium quality Smartphone by Sony. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.7","45560","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","253","False","featured,sale,trending"
"P000077","Sony Smartphone Lite 422","Electronics","Smartphone","Sony","23929.91","26374.7","9.3","Premium quality Smartphone by Sony. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","4.5","33824","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","422","True","featured,recommended,sale"
"P000078","Sony Smartphone Pro 292","Electronics","Smartphone","Sony","43882.95","58372.45","24.8","Premium quality Smartphone by Sony. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","4.0","29069","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","389","True","bestseller,new arrival,featured"
"P000079","OnePlus Smartphone Prime 815","Electronics","Smartphone","OnePlus","41353.38","43958.28","5.9","Premium quality Smartphone by OnePlus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","4.3","15782","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","363","True","new arrival,recommended,trending"
"P000080","Asus Smartphone Mini 195","Electronics","Smartphone","Asus","21852.55","31219.26","30.0","Premium quality Smartphone by Asus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.2","7798","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","331","True","sale,new arrival,recommended"
"P000081","Sony Smartphone Prime 583","Electronics","Smartphone","Sony","23279.82","30218.82","23.0","Premium quality Smartphone by Sony. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.8","39380","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","260","True","trending,new arrival,sale"
"P000082","OnePlus Smartphone Go 373","Electronics","Smartphone","OnePlus","66541.21","78337.47","15.1","Premium quality Smartphone by OnePlus. Features advanced technology and elegant design. Ideal for daily use. Comes with 1-year warranty.","3.6","38565","https://images.unsplash.com/photo-1511707171634-5f897ff02aa9?w=400&h=400&fit=crop","296","False","bestseller,sale,recommended"
